Transaction_ID,Transaction_Date,Year,Month,City,Country,Postal_Code,Neighborhood,Property_Type,Property_Status,Condition,Year_Built,Area_Sqm,Rooms,Bedrooms,Bathrooms,Price_EUR,Monthly_Rent_EUR,Annual_Rental_Yield_Pct,Price_Per_Sqm_EUR,GDP_Growth_Pct,Inflation_Rate_Pct,Interest_Rate_Pct,Unemployment_Rate_Pct,Consumer_Confidence,Construction_Permits,New_Constructions,Demand_Score,Supply_Score,Market_Balance,Is_Hotspot,Internet_Type,Has_Parking,Has_Elevator,Public_Transport,Schools_Nearby,Shops_Nearby
RE000091,2026-01-29,2026,1,Toulouse,France,78674,Centre,Maison,Loue,Neuf,1997,498,8,7,1,2348000,12050,6.2,4714.86,-1.5,1.6,2.1,7.1,53,8016,4046,32,20,Demande > Offre,Non,Sans fil,Oui,Non,Proche (moins 5 min),Non,Non
RE000092,2020-03-11,2020,3,Sharjah,UAE,98346,Quartier residentiel,Villa,En construction,Tres bon etat,1930,134,3,2,1,1079000,0,0.0,8052.24,-0.1,3.5,2.9,6.7,86,4084,1900,68,30,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Non,Non
RE000093,2026-03-13,2026,3,Dubai,UAE,17355,Centre,Villa,En construction,Bon etat,1982,122,6,5,4,1225000,0,0.0,10040.98,4.3,7.4,2.1,11.1,94,9386,3945,64,25,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Oui,Oui
RE000094,2023-07-12,2023,7,Lyon,France,37152,Nord,Duplex,En construction,Tres bon etat,1972,119,5,4,2,862000,0,0.0,7243.7,4.3,3.0,4.8,4.3,94,1384,4152,74,26,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Oui,Non
RE000095,2024-06-12,2024,6,London,UK,13883,Est,Bureau,Loue,Ancien,1945,552,4,0,1,3313000,17650,6.4,6001.81,2.6,1.1,4.1,10.2,95,1304,722,64,39,Demande > Offre,Non,Sans fil,Oui,Non,Loin (plus 15 min),Non,Non
RE000096,2024-01-17,2024,1,Strasbourg,France,21995,Centre,Loft,A vendre,Tres bon etat,1913,1110,6,5,3,6234000,0,0.0,5616.22,1.9,3.6,1.1,6.2,55,9880,4949,71,69,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Non,Oui
RE000097,2026-04-10,2026,4,Philadelphia,USA,84967,Nord,Duplex,Loue,Bon etat,1938,166,4,3,2,769000,2450,3.8,4632.53,-0.1,2.7,4.9,6.3,65,8223,4914,55,78,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Oui,Non
RE000098,2023-09-22,2023,9,Vancouver,Canada,59792,Ouest,Bureau,A louer,Ancien,2004,392,7,0,1,1408000,7050,6.0,3591.84,2.9,4.1,1.9,6.6,70,4875,4072,61,61,Equilibre,Non,Sans fil,Non,Non,Moyen (5-15 min),Non,Oui
RE000099,2026-04-28,2026,4,Chicago,USA,87624,Nord,Local Commercial,Loue,Tres bon etat,2020,77,8,0,1,485000,2900,7.2,6298.7,-1.5,6.9,5.0,9.1,58,5061,2032,62,39,Demande > Offre,Non,Sans fil,Non,Non,Proche (moins 5 min),Non,Non
RE000100,2024-06-29,2024,6,Hong Kong,China,76402,Quartier residentiel,Local Commercial,En construction,Ancien,1989,87,6,0,1,676000,0,0.0,7770.11,3.4,5.4,2.8,8.8,52,9327,3323,72,75,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Oui
RE000101,2025-09-22,2025,9,Singapore,Singapore,83137,Sud,Bureau,En construction,Ancien,1959,433,7,0,1,2019000,0,0.0,4662.82,1.4,2.7,5.6,3.8,96,2421,2903,69,63,Demande > Offre,Non,Sans fil,Oui,Non,Loin (plus 15 min),Non,Non
RE000102,2025-05-04,2025,5,Strasbourg,France,67431,Quartier d'affaires,Penthouse,A vendre,Neuf,2003,167,5,4,1,1555000,0,0.0,9311.38,2.7,1.7,5.9,5.2,61,9142,1361,72,74,Offre > Demande,Non,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Oui
RE000103,2024-11-05,2024,11,Liverpool,UK,13826,Sud,Bureau,A louer,Neuf,1949,656,7,0,1,3131000,17650,6.8,4772.87,3.7,1.0,1.5,10.8,61,6093,2720,55,78,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Non,Non
RE000104,2024-05-10,2024,5,Vancouver,Canada,61451,Peripherie,Penthouse,En construction,Bon etat,1922,240,6,5,5,3035000,0,0.0,12645.83,0.2,2.3,1.6,6.4,59,8469,3232,83,37,Demande > Offre,Oui,Sans fil,Non,Oui,Moyen (5-15 min),Oui,Oui
RE000105,2025-06-28,2025,6,Dallas,USA,28388,Nord,Penthouse,A vendre,Bon etat,1906,365,6,5,5,2825000,0,0.0,7739.73,0.7,4.7,4.3,6.7,81,6909,3686,92,41,Demande > Offre,Oui,Fibre 1Gbps,Oui,Oui,Moyen (5-15 min),Oui,Non
RE000106,2022-07-09,2022,7,Hong Kong,China,47836,Nord,Bureau,A vendre,Ancien,1970,629,8,0,1,3587000,0,0.0,5702.7,1.8,7.9,3.7,9.8,98,7331,4525,57,74,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Oui,Non
RE000107,2022-12-12,2022,12,Birmingham,UK,21401,Quartier d'affaires,Maison,Vendu,Ancien,2003,477,4,3,1,1203000,0,0.0,2522.01,1.0,5.1,4.9,10.3,53,9440,2923,65,88,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Non
RE000108,2026-06-03,2026,6,San Diego,USA,77425,Peripherie,Villa,A louer,Tres bon etat,1935,464,6,5,1,3372000,18400,6.5,7267.24,3.8,6.2,4.4,7.4,86,4502,3443,78,77,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Non,Non
RE000109,2025-02-05,2025,2,Abu Dhabi,UAE,52898,Centre,Maison,En construction,Neuf,2008,454,6,5,3,2820000,0,0.0,6211.45,3.8,4.2,2.6,5.6,85,9568,1119,92,63,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Oui
RE000110,2021-05-23,2021,5,New York,USA,67840,Quartier d'affaires,Appartement,A louer,Bon etat,2012,129,2,1,1,737000,4550,7.4,5713.18,-1.3,3.2,1.4,9.0,91,2811,474,80,59,Demande > Offre,Oui,Fibre 500Mbps,Non,Oui,Loin (plus 15 min),Oui,Oui
RE000111,2022-05-24,2022,5,Dubai,UAE,20215,Nord,Entrepot,A vendre,A renover,1987,663,9,0,1,1588000,0,0.0,2395.17,-1.2,7.0,4.5,7.3,64,6376,781,43,33,Demande > Offre,Non,ADSL,Non,Non,Moyen (5-15 min),Oui,Non
RE000112,2021-06-29,2021,6,Lille,France,18966,Centre,Entrepot,A louer,Bon etat,1956,1531,3,0,1,4507000,14100,3.8,2943.83,0.9,5.6,5.3,3.8,56,2393,1058,79,64,Demande > Offre,Oui,Sans fil,Non,Non,Proche (moins 5 min),Oui,Non
RE000113,2020-12-11,2020,12,Philadelphia,USA,82534,Est,Appartement,Vendu,A renover,1995,97,2,1,1,196000,0,0.0,2020.62,3.6,2.3,2.9,5.2,90,9830,631,31,66,Offre > Demande,Non,ADSL,Oui,Non,Loin (plus 15 min),Non,Non
RE000114,2026-02-15,2026,2,Los Angeles,USA,71736,Peripherie,Appartement,A vendre,Neuf,1927,37,1,1,1,337000,0,0.0,9108.11,0.0,5.8,4.8,6.8,75,1450,4445,49,55,Offre > Demande,Non,Fibre 1Gbps,Non,Oui,Loin (plus 15 min),Oui,Oui
RE000115,2026-01-06,2026,1,London,UK,61213,Peripherie,Loft,A vendre,Tres bon etat,2022,1630,7,6,5,11550000,0,0.0,7085.89,-1.2,5.1,1.3,9.0,92,2977,1028,31,37,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Non,Non
RE000116,2021-11-14,2021,11,Leeds,UK,26637,Est,Maison,Vendu,A renover,2003,474,3,2,2,1118000,0,0.0,2358.65,4.8,5.2,3.5,7.6,53,8285,4693,51,67,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Oui,Oui
RE000117,2025-09-15,2025,9,Paris,France,15772,Centre,Studio,A louer,A renover,1946,31,1,1,1,89000,600,8.1,2870.97,-1.8,6.5,4.6,8.9,64,5372,2083,83,60,Demande > Offre,Non,ADSL,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000118,2022-07-03,2022,7,Singapore,Singapore,16019,Quartier residentiel,Maison,En construction,Neuf,1941,318,5,4,3,3194000,0,0.0,10044.03,0.0,6.4,4.7,5.2,73,9794,4091,55,89,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Non,Oui
RE000119,2022-08-12,2022,8,Hong Kong,China,55406,Centre,Penthouse,En construction,Tres bon etat,1913,150,6,5,3,3309000,0,0.0,22060.0,4.7,7.8,1.7,5.5,52,3892,4307,82,67,Demande > Offre,Oui,Sans fil,Oui,Oui,Loin (plus 15 min),Oui,Non
RE000120,2020-11-02,2020,11,Melbourne,Australia,84425,Centre,Duplex,Vendu,Bon etat,1937,419,4,3,1,2950000,0,0.0,7040.57,3.8,2.9,3.3,5.1,62,2330,4839,43,39,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Non,Non
RE000121,2024-07-23,2024,7,Montpellier,France,80244,Ouest,Studio,A vendre,Bon etat,1959,135,1,1,1,285000,0,0.0,2111.11,0.1,5.8,4.0,4.9,70,2530,797,61,65,Offre > Demande,Non,Sans fil,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000122,2024-07-14,2024,7,Edinburgh,UK,82869,Sud,Maison,A vendre,Neuf,1915,316,3,2,1,2268000,0,0.0,7177.22,-1.1,6.7,2.9,8.7,91,1476,4820,63,29,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Oui
RE000123,2021-01-11,2021,1,Manchester,UK,26059,Centre,Bureau,Loue,Ancien,2018,101,3,0,1,238000,1000,5.0,2356.44,-1.8,5.6,1.9,4.9,61,4605,2342,87,39,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Non,Non
RE000124,2024-08-14,2024,8,Tokyo,Japan,72787,Centre,Maison,En construction,Tres bon etat,1953,223,6,5,2,1520000,0,0.0,6816.14,1.8,0.6,2.9,9.4,80,9021,4020,74,84,Offre > Demande,Non,ADSL,Non,Non,Moyen (5-15 min),Oui,Oui
RE000125,2023-07-30,2023,7,Toronto,Canada,38707,Centre,Loft,A louer,Ancien,1945,319,8,7,5,1867000,5450,3.5,5852.66,2.6,2.5,5.1,11.3,53,3694,4766,79,65,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Non,Non
RE000126,2020-04-25,2020,4,Birmingham,UK,84403,Nord,Entrepot,A louer,Bon etat,1969,585,8,0,1,1259000,3600,3.4,2152.14,-0.4,2.1,3.6,3.0,89,3400,1118,73,42,Demande > Offre,Non,ADSL,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000127,2021-03-30,2021,3,Singapore,Singapore,57826,Peripherie,Penthouse,Vendu,Bon etat,1912,330,6,5,5,4503000,0,0.0,13645.45,3.1,3.8,4.2,7.4,70,2954,4653,75,48,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Oui
RE000128,2021-12-28,2021,12,Paris,France,85082,Quartier residentiel,Entrepot,En construction,Bon etat,1977,266,3,0,1,1147000,0,0.0,4312.03,4.6,1.6,4.7,5.1,70,2850,776,72,77,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Oui,Oui
RE000129,2023-12-06,2023,12,San Antonio,USA,24160,Centre,Appartement,Loue,Tres bon etat,1953,118,4,3,3,463000,1900,4.9,3923.73,1.8,1.3,3.4,10.8,91,3795,1382,87,29,Demande > Offre,Oui,Fibre 1Gbps,Non,Oui,Moyen (5-15 min),Non,Oui
RE000130,2020-10-30,2020,10,Manchester,UK,32296,Quartier residentiel,Villa,En construction,Ancien,1943,454,3,2,1,2472000,0,0.0,5444.93,1.0,5.4,4.0,6.9,53,1759,2762,56,44,Demande > Offre,Non,Sans fil,Non,Non,Loin (plus 15 min),Non,Non
RE000131,2022-08-30,2022,8,Strasbourg,France,16505,Quartier residentiel,Entrepot,Vendu,Neuf,1919,1325,8,0,1,5089000,0,0.0,3840.75,3.8,5.2,3.4,3.9,63,2898,2440,40,80,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Non,Non
RE000132,2022-12-21,2022,12,Nantes,France,94130,Quartier residentiel,Villa,A vendre,A renover,1923,269,6,5,3,1193000,0,0.0,4434.94,-0.4,2.5,1.3,9.8,92,1684,752,74,89,Offre > Demande,Non,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Non
RE000133,2025-11-10,2025,11,Bristol,UK,80190,Quartier d'affaires,Entrepot,Loue,Neuf,1938,682,8,0,1,3236000,17700,6.6,4744.87,1.5,7.3,5.0,9.1,89,2515,1035,87,42,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000134,2024-09-30,2024,9,Nantes,France,99538,Quartier residentiel,Studio,A vendre,Neuf,1940,57,1,1,1,199000,0,0.0,3491.23,0.3,2.6,3.3,10.9,100,9726,4330,83,34,Demande > Offre,Non,Sans fil,Oui,Oui,Loin (plus 15 min),Oui,Oui
RE000135,2026-04-23,2026,4,Strasbourg,France,47498,Ouest,Duplex,Loue,Ancien,1973,215,6,5,4,717000,2600,4.4,3334.88,-1.0,5.1,4.5,3.3,71,3992,453,90,54,Demande > Offre,Oui,ADSL,Oui,Non,Moyen (5-15 min),Non,Non
RE000136,2023-02-22,2023,2,Abu Dhabi,UAE,99764,Peripherie,Studio,Vendu,A renover,2024,54,1,1,1,90000,0,0.0,1666.67,2.5,1.9,2.1,10.4,97,8037,4281,77,27,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Non,Oui
RE000137,2025-11-17,2025,11,Sydney,Australia,13794,Nord,Studio,Loue,Neuf,1931,71,1,1,1,320000,1300,4.9,4507.04,-0.6,3.3,3.3,6.6,57,600,2031,77,82,Offre > Demande,Oui,Sans fil,Oui,Non,Loin (plus 15 min),Non,Non
RE000138,2021-10-31,2021,10,San Antonio,USA,21847,Est,Appartement,A louer,Ancien,2009,118,1,1,1,289000,1500,6.2,2449.15,2.7,2.5,3.0,3.2,99,245,3933,46,42,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Non,Non
RE000139,2024-10-01,2024,10,Glasgow,UK,55706,Quartier d'affaires,Loft,En construction,Ancien,1986,646,8,7,3,2107000,0,0.0,3261.61,1.6,5.5,5.2,6.4,91,9828,2365,68,33,Demande > Offre,Non,Sans fil,Oui,Non,Moyen (5-15 min),Non,Non
RE000140,2023-02-08,2023,2,San Antonio,USA,95998,Est,Studio,En construction,Neuf,2015,58,1,1,1,150000,0,0.0,2586.21,-1.0,0.7,3.5,5.7,76,6728,3230,34,44,Offre > Demande,Non,ADSL,Oui,Non,Loin (plus 15 min),Non,Non
RE000141,2021-11-27,2021,11,Tokyo,Japan,33741,Est,Maison,A louer,Ancien,1933,321,4,3,3,2040000,12750,7.5,6355.14,2.6,2.2,2.1,10.8,76,5528,3094,63,57,Demande > Offre,Non,Sans fil,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000142,2025-04-18,2025,4,Chicago,USA,75598,Peripherie,Duplex,A louer,Tres bon etat,1906,351,5,4,4,3341000,13100,4.7,9518.52,4.9,7.2,5.9,4.3,95,3054,712,92,62,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Oui,Oui
RE000143,2025-01-25,2025,1,San Diego,USA,37444,Nord,Entrepot,A louer,Neuf,1962,1765,3,0,1,7085000,36400,6.2,4014.16,0.8,7.7,2.9,3.3,62,6212,165,71,87,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Oui
RE000144,2022-07-15,2022,7,Birmingham,UK,50906,Nord,Maison,A vendre,Tres bon etat,1939,276,7,6,5,1251000,0,0.0,4532.61,0.0,6.0,4.0,6.0,93,2292,2857,92,65,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000145,2022-07-07,2022,7,Bordeaux,France,37681,Centre,Entrepot,A vendre,Bon etat,1915,1233,3,0,1,4263000,0,0.0,3457.42,3.4,5.2,4.0,3.4,56,423,445,44,73,Offre > Demande,Non,Sans fil,Non,Non,Proche (moins 5 min),Non,Non
RE000146,2021-09-19,2021,9,Houston,USA,99881,Centre,Loft,A louer,Ancien,1979,1061,2,1,1,3586000,22400,7.5,3379.83,1.6,5.1,2.4,10.1,81,3354,1686,63,86,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Non
RE000147,2021-10-18,2021,10,Marseille,France,81845,Quartier d'affaires,Studio,A vendre,Neuf,1930,143,1,1,1,561000,0,0.0,3923.08,3.8,5.5,1.7,3.8,82,1329,879,62,49,Demande > Offre,Non,Sans fil,Non,Non,Moyen (5-15 min),Oui,Oui
RE000148,2021-12-16,2021,12,Marseille,France,48085,Ouest,Penthouse,A vendre,Neuf,2008,259,3,2,1,2360000,0,0.0,9111.97,-0.8,3.2,3.2,8.6,96,1622,3102,73,43,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Non,Non
RE000149,2025-05-12,2025,5,Bristol,UK,95045,Nord,Maison,A vendre,Tres bon etat,1907,147,8,7,5,823000,0,0.0,5598.64,3.6,5.6,1.9,6.4,72,572,1120,91,82,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Oui
RE000150,2022-12-07,2022,12,London,UK,11620,Sud,Penthouse,Loue,Tres bon etat,1984,282,3,2,2,4007000,21300,6.4,14209.22,0.7,6.8,3.8,11.9,53,290,1335,94,80,Demande > Offre,Oui,Sans fil,Oui,Oui,Moyen (5-15 min),Non,Oui
RE000151,2023-09-17,2023,9,San Diego,USA,16599,Sud,Local Commercial,A vendre,Tres bon etat,1951,708,7,0,1,4500000,0,0.0,6355.93,1.1,6.9,3.2,4.1,81,391,890,81,72,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Oui
RE000152,2025-02-11,2025,2,Manchester,UK,57624,Centre,Studio,En construction,Ancien,1971,136,1,1,1,237000,0,0.0,1742.65,3.0,1.4,4.8,5.0,71,5918,2441,77,33,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Oui
RE000153,2022-11-07,2022,11,Vancouver,Canada,35679,Sud,Maison,Vendu,Tres bon etat,2005,281,4,3,2,1479000,0,0.0,5263.35,4.5,6.8,3.9,9.9,78,7593,4877,94,37,Demande > Offre,Oui,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Non
RE000154,2025-06-01,2025,6,Sharjah,UAE,33226,Nord,Villa,En construction,Bon etat,1977,133,6,5,5,830000,0,0.0,6240.6,2.3,5.7,2.2,6.6,71,4919,3759,47,37,Demande > Offre,Non,Sans fil,Non,Non,Loin (plus 15 min),Non,Oui
RE000155,2022-04-02,2022,4,Houston,USA,91810,Est,Penthouse,En construction,Tres bon etat,1983,385,4,3,3,3070000,0,0.0,7974.03,3.0,6.2,3.8,8.2,92,6939,4423,66,74,Offre > Demande,Non,Fibre 1Gbps,Oui,Oui,Moyen (5-15 min),Oui,Oui
RE000156,2020-08-19,2020,8,Chicago,USA,44993,Nord,Loft,Vendu,Neuf,2007,1599,5,4,2,8845000,0,0.0,5531.58,0.5,3.9,4.1,9.1,85,3775,4647,79,50,Demande > Offre,Oui,ADSL,Oui,Non,Moyen (5-15 min),Non,Non
RE000157,2023-07-04,2023,7,Tokyo,Japan,17051,Centre,Loft,Vendu,Tres bon etat,2006,615,10,9,5,4326000,0,0.0,7034.15,2.2,6.3,5.8,5.6,61,1320,1581,52,85,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Non,Non
RE000158,2026-03-29,2026,3,San Antonio,USA,27048,Nord,Entrepot,Loue,Bon etat,1900,1932,5,0,1,7029000,22100,3.8,3638.2,-0.9,2.9,1.3,11.4,89,5034,4068,75,29,Demande > Offre,Non,ADSL,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000159,2024-08-30,2024,8,Hong Kong,China,80390,Quartier residentiel,Maison,Vendu,Bon etat,1984,258,4,3,1,1705000,0,0.0,6608.53,3.3,4.5,6.0,10.4,91,244,989,74,77,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Non,Non
RE000160,2021-04-09,2021,4,Glasgow,UK,43631,Est,Appartement,Vendu,Neuf,1962,115,5,4,4,571000,0,0.0,4965.22,1.6,7.6,1.8,11.6,84,8836,110,38,46,Offre > Demande,Non,Fibre 500Mbps,Non,Oui,Proche (moins 5 min),Non,Oui
RE000161,2021-09-21,2021,9,Lyon,France,70191,Ouest,Appartement,En construction,Bon etat,1922,42,1,1,1,160000,0,0.0,3809.52,4.4,3.6,3.3,6.6,70,376,3240,45,88,Offre > Demande,Non,Fibre 1Gbps,Oui,Oui,Loin (plus 15 min),Oui,Non
RE000162,2025-08-21,2025,8,Strasbourg,France,47989,Est,Entrepot,Loue,A renover,1997,377,5,0,1,615000,3250,6.3,1631.3,1.3,4.5,1.7,6.5,84,4932,1230,68,67,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000163,2026-06-03,2026,6,Toronto,Canada,61653,Peripherie,Loft,A louer,Ancien,1952,630,6,5,2,2827000,9650,4.1,4487.3,3.8,2.0,1.9,10.2,53,9092,3828,39,57,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Oui,Non
RE000164,2023-09-17,2023,9,Birmingham,UK,26805,Sud,Maison,Vendu,Tres bon etat,2015,225,7,6,1,681000,0,0.0,3026.67,2.6,5.7,1.8,8.1,70,7117,1431,30,60,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Non,Non
RE000165,2024-01-12,2024,1,Bordeaux,France,99073,Ouest,Bureau,Loue,Bon etat,1945,523,8,0,1,2216000,7150,3.9,4237.09,2.2,6.8,5.3,4.3,84,3318,2206,39,29,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Non,Oui
RE000166,2020-05-30,2020,5,Tokyo,Japan,44159,Quartier d'affaires,Villa,Vendu,Ancien,2014,267,6,5,2,1445000,0,0.0,5411.99,-1.4,3.2,1.1,5.1,89,2817,4261,47,77,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE000167,2024-01-09,2024,1,Marseille,France,38681,Quartier d'affaires,Studio,A vendre,Tres bon etat,1947,36,1,1,1,114000,0,0.0,3166.67,3.5,3.4,5.6,10.9,52,5409,895,65,53,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Oui,Non
RE000168,2024-03-21,2024,3,Phoenix,USA,77681,Quartier residentiel,Penthouse,En construction,A renover,2001,359,5,4,4,1301000,0,0.0,3623.96,1.1,2.2,3.6,5.5,59,3162,1339,76,35,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Oui,Non
RE000169,2025-05-15,2025,5,Dubai,UAE,37617,Nord,Duplex,En construction,Ancien,1916,91,4,3,1,620000,0,0.0,6813.19,-1.7,4.8,1.3,5.3,61,8564,3371,32,56,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Non,Non
RE000170,2021-11-29,2021,11,Phoenix,USA,63840,Nord,Entrepot,Vendu,Ancien,1979,1880,3,0,1,3731000,0,0.0,1984.57,4.5,5.0,1.3,6.4,58,1878,185,55,86,Offre > Demande,Non,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Oui
RE000171,2025-05-03,2025,5,Vancouver,Canada,88618,Centre,Local Commercial,A louer,A renover,1911,565,2,0,1,4083000,19400,5.7,7226.55,-2.0,7.5,4.4,6.9,76,6168,405,84,49,Demande > Offre,Oui,Sans fil,Non,Non,Moyen (5-15 min),Oui,Non
RE000172,2021-07-02,2021,7,San Antonio,USA,72539,Sud,Maison,A louer,Bon etat,1952,225,7,6,5,788000,4400,6.7,3502.22,-2.0,4.4,3.6,6.4,63,5275,3399,76,33,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Non
RE000173,2026-01-04,2026,1,Sheffield,UK,84012,Ouest,Entrepot,Loue,Tres bon etat,1996,764,7,0,1,2249000,10850,5.8,2943.72,-0.7,4.7,3.4,11.9,86,5741,3311,47,35,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Oui,Oui
RE000174,2022-05-28,2022,5,Sharjah,UAE,62502,Ouest,Local Commercial,A vendre,A renover,1920,678,1,0,1,3091000,0,0.0,4559.0,1.3,5.0,1.4,5.4,73,1411,359,79,71,Demande > Offre,Oui,ADSL,Oui,Non,Proche (moins 5 min),Non,Non
RE000175,2020-02-13,2020,2,Chicago,USA,96099,Est,Studio,A vendre,Tres bon etat,1978,28,1,1,1,86000,0,0.0,3071.43,4.8,1.2,2.4,6.6,92,6574,3371,55,86,Offre > Demande,Non,Fibre 1Gbps,Oui,Oui,Loin (plus 15 min),Non,Non
RE000176,2023-11-24,2023,11,San Diego,USA,39661,Sud,Bureau,A louer,Bon etat,1900,463,10,0,1,1981000,5850,3.5,4278.62,-1.5,2.7,5.7,10.2,66,8913,4759,62,76,Offre > Demande,Non,Sans fil,Non,Non,Proche (moins 5 min),Non,Non
RE000177,2025-03-02,2025,3,Melbourne,Australia,13584,Quartier d'affaires,Maison,A louer,Tres bon etat,1981,212,3,2,2,1223000,5150,5.1,5768.87,0.5,4.5,4.5,5.4,68,1623,3318,73,29,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Non,Oui
RE000178,2026-06-07,2026,6,San Diego,USA,33957,Sud,Bureau,Vendu,Tres bon etat,1994,254,4,0,1,871000,0,0.0,3429.13,-0.3,5.1,1.8,4.0,55,8171,104,35,81,Offre > Demande,Non,ADSL,Non,Non,Moyen (5-15 min),Non,Non
RE000179,2022-01-19,2022,1,Sharjah,UAE,46735,Quartier residentiel,Studio,Loue,A renover,1967,52,1,1,1,96000,250,3.1,1846.15,0.4,7.0,4.9,7.1,57,8590,3818,70,21,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE000180,2024-01-21,2024,1,Vancouver,Canada,44039,Nord,Local Commercial,En construction,A renover,1934,319,4,0,1,1817000,0,0.0,5695.92,1.0,3.6,4.8,6.3,75,4681,3742,53,36,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Non,Oui
RE000181,2026-03-24,2026,3,Sheffield,UK,59923,Sud,Villa,A louer,Neuf,1960,489,8,7,2,4001000,12250,3.7,8182.0,4.3,5.2,3.7,5.8,81,5015,2105,36,70,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE000182,2025-05-05,2025,5,Strasbourg,France,68963,Ouest,Loft,Vendu,Bon etat,1971,939,6,5,5,3382000,0,0.0,3601.7,4.1,7.7,2.0,8.2,91,8921,1479,66,65,Demande > Offre,Non,ADSL,Non,Non,Loin (plus 15 min),Non,Oui
